prompt,source,category
"Today, Samantha went to the swimming pool. Between what times could they have gone?
We know that:
Samantha woke up at 5am.
Thomas saw Samantha walking in the garden from 5am to 8am.
David saw Samantha stretching at a yoga studio from 9am to 10am.
Nancy saw Samantha buying a bike at the bike shop from 10am to 11am.
Betty saw Samantha working out at the gym from 11am to 3pm.
John saw Samantha buying cookies at a bakery from 3pm to 5pm.
The swimming pool was closed after 5pm.
Between what times could Samantha have gone to the swimming pool?
Options:
(A) 8am to 9am
(B) 5am to 8am
(C) 9am to 10am
(D) 11am to 3pm",bbh,reasoning
Write a function to find the perimeter of a rectangle.,mbpp,coding
"Jack has a stack of books that is 12 inches thick. He knows from experience that 80 pages is one inch thick. If he has 6 books, how many pages is each one on average?",gsm8k,math
"Today, Anthony went to the amusement park. Between what times could they have gone?
We know that:
Anthony woke up at 6am.
Leslie saw Anthony reading at the library from 6am to 8am.
Jennifer saw Anthony working out at the gym from 8am to 9am.
Anthony saw Anthony buying cookies at a bakery from 2pm to 9pm.
William saw Anthony buying a bike at the bike shop from 9pm to 10pm.
The amusement park was closed after 10pm.
Between what times could Anthony have gone to the amusement park?
Options:
(A) 9pm to 10pm
(B) 9am to 2pm
(C) 6am to 8am
(D) 2pm to 9pm",bbh,reasoning
"After shearing her 200 sheep, Azalea paid the shearer who had come to help her with the work $2000 for his job. Each of the sheared sheep produced 10 pounds of wool. If Ms. Azalea sold a pound of wool at $20, how much profit did she make from the produce of her sheep farm?",gsm8k,math
"#1 The person who finds a new niche claims the cream of the financial awards.
Gates built a platform for computers to operate on and made billions. Someone made pulpless orange juice.
It's shocking at how few books are written on the subject of niche buildings. An under marketed niche is worth a billion dollar marketing campaign.
#2 The best niches are built on the foundations of success.
A niche is a new idea, but it is marketed on a foundation that has been proven successful. Never think that a new product is all you need. You also need a strong marketing platform.
#3 The best new product is an old one that has been adapted.
The simplest way to create a new idea is to do what others have been doing for years, and improve it. Adapting a current product to solve more problems and add more value for the money.
#4 The best way to increase profit is by adding to a current product.
The best selling product can be improved by adding something to it. This is a twist on the adaptation principal. Both adding and adapting products that are currently big sellers is one way to increase profit.
#5 Two is always better than one.
Combining two products that compliment each other is a way to let business owners increase the price of both * even if both products are currently on the market. Convenience sells. People would rather buy a product that is adapted to improve its effectiveness, has something added to increase value, and then is combined with something that improves is usefulness.
Too much choice can loose the sale. However, offering a customized program will increase sales. A company that sells *how to start a business* products can increase sales by directing customers to a work at home, small business, and big business packages.
#7 Give people a chance to grow with the product.
People hate change. That is why computer programs have plug-ins, expansions, and upgrades. In truth, it would cost nothing to package the original program in every new version. However, people would be more likely to change products if they believe that they are getting a whole new package. However, loyalty is built if they believe they are improving their *tried and true* product.
Entertainment has become a focal point of our culture. Many people need to be entertained, amused, or fascinated before they spend their money. A relaxed customer spends more. A few *tools* that entertain customers before they buy can make a big difference when it comes to their attitude when hit with the *buy now* decision.
#9 Guarantees and Promises sell.
Consumers want to know how long their product will last and what they can expect. If people can expect to live longer, happier, wealthier, or with less work, then they will buy the product.
People hate to be tied down. They are always looking for anything that will break their chains and set them free.
Bringing together as many of the 10 commandments of Profit Building will help business owners improve their bottom line, and build their own wealth.
How can combining two products that compliment each other help business owners increase sales?",ultrachat,chat
"A local farmer is paying 4 kids to help plant rows of corn. Every row of corn contains 70 ears. A bag of corn seeds contains 48 seeds and you need 2 seeds per ear of corn. He pays the kids $1.5 per row. Afterward, the kids are so hungry that they end up spending half their money on dinner. The dinner cost $36 per kid. How many bags of corn seeds did each kid use?",gsm8k,math
"
def digitSum(s):
    """"""Task
    Write a function that takes a string as input and returns the sum of the upper characters only'
    ASCII codes.

    Examples:
        digitSum("""") => 0
        digitSum(""abAB"") => 131
        digitSum(""abcCd"") => 67
        digitSum(""helloE"") => 69
        digitSum(""woArBld"") => 131
        digitSum(""aAaaaXa"") => 153
    """"""
",humaneval,coding
"Marcus is having a water balloon party. He has 100 balloons. Each balloon holds 3 ounces of water. He can buy 50 ounces of water for $2.5 a bottle. If he walks into the store with 2 $10 bills, how much change will he have after he buys all the water he needs?",gsm8k,math
Brandon can catch 6 squirrels or two rabbits in 1 hour. Each squirrel has 300 calories and each rabbit has 800 calories. How many more calories will he get per hour if he catches squirrels instead of rabbits?,gsm8k,math
"Be reminded of the optimism of Spring all year round with this print.
Pushing through the twiggy undergrowth, daffodils bring the first splash of colour to the woods. Their cheerful yellow trumpets always seem to be an optimistic reminder that winter is finally over. For me they bring back memories of muddy childhood walks, invariably followed by a tea table laden with home baked cakes and biscuits. Based on the passage above, How can the cheerful yellow trumpets of the daffodils be used to inspire optimism all year round?",ultrachat,chat
"

def max_element(l: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    3
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    123
    """"""
",humaneval,coding
"
def prime_length(string):
    """"""Write a function that takes a string and returns True if the string
    length is a prime number or False otherwise
    Examples
    prime_length('Hello') == True
    prime_length('abcdcba') == True
    prime_length('kittens') == True
    prime_length('orange') == False
    """"""
",humaneval,coding
"Poema is a Greek word which speaks of our lives as divine works of art. The Poema Podcast, hosted by James Prescott, seeks to explore the intersections between spirituality, creativity & identity. It's a show for those seeking a deeper, more interconnected spirituality. It's a space to reclaim the lost art of conversation, a space for anyone looking to explore their creativity, discover their true identity, and who desire to live a life of purpose & meaning.
There are no lists that include ""Poema Podcast"". You can add this podcast to a new or existing list. Can you tell me more about the lost art of conversation that the Poema Podcast aims to reclaim?",ultrachat,chat
"

def car_race_collision(n: int):
    """"""
    Imagine a road that's a perfectly straight infinitely long line.
    n cars are driving left to right;  simultaneously, a different set of n cars
    are driving right to left.   The two sets of cars start out being very far from
    each other.  All cars move in the same speed.  Two cars are said to collide
    when a car that's moving left to right hits a car that's moving right to left.
    However, the cars are infinitely sturdy and strong; as a result, they continue moving
    in their trajectory as if they did not collide.

    This function outputs the number of such collisions.
    """"""
",humaneval,coding
"Today, Tiffany went to the market. Between what times could they have gone?
We know that:
Tiffany woke up at 6am.
Sarah saw Tiffany reading at the library from 6am to 9am.
Betty saw Tiffany driving to the water park from 9am to 10am.
Linda saw Tiffany buying a phone at the electronics store from 12pm to 6pm.
Mary saw Tiffany working out at the gym from 6pm to 10pm.
The market was closed after 10pm.
Between what times could Tiffany have gone to the market?
Options:
(A) 6am to 9am
(B) 10am to 12pm
(C) 6pm to 10pm
(D) 12pm to 6pm",bbh,reasoning
